"EDCS-ID","publication","province","place","cleaned_place","dating_from","dating_to","status","inscription","inscription_interpretive_cleaning","latitude","longitude"
"EDCS-31400326","CIL 03, 13251 (p 2328,114)","Dalmatia","Ivosevci / Burnum","Burnum","42","69","milites;  tituli sepulcrales;  tria nomina;  viri","L(ucius) Va[leri]us L(uci) f(ilius) / Vo[lt(inia) V]erus / dom(o) [Lu]co Au[g(usti)] / mi[l(es) leg(ionis)] VI[I] C(laudiae) P(iae) <F=B>(idelis) / ann(orum) [3]I stip(endiorum) / XVI h[(ic)] s[it(us)] e(st) / <t=I>(estamento) f(ieri) [i(ussit)] P(ublius) [A]nnius / Aqu[3] f(aciendum) c(uravit)","Lucius Valerius Luci filius Voltinia Verus domo Luco Augusti miles legionis VII Claudiae Piae Fidelis annorum I stipendiorum XVI hic situs est testamento fieri iussit Publius Annius Aqu faciendum curavit","44.0160408","16.0072244"
"EDCS-31400327","CIL 03, 13252","Dalmatia","Ivosevci / Burnum","Burnum","1","150","liberti/libertae;  tituli sepulcrales;  tria nomina;  viri","] Caerel<l=I>i[us] / [3] Q(uinti) lib(ertus) Palat(ina) / [3]icus domo [3] / [3 an]n(orum) [3]XXX h(ic) [s(itus) e(st)]","Caerellius Quinti libertus Palatina icus domo annorum XXX hic situs est","44.0160408","16.0072244"
"EDCS-29900060","CIL 03, 13263 (p 2328,15, 2328,114) = AE 1893, 00070","Dalmatia","Ivosevci / Burnum","Burnum","42","100","milites;  tituli sepulcrales;  tria nomina;  viri","Sub hac in/scriptione / M(arcus) Cupitius / M(arci) f(ilius) Pol(lia) / Paulus / Amasia / miles leg(ionis) / XI C(laudiae) P(iae) F(idelis) stip/endiorum / XVII Cupitius / Pol(l)io frater / faciundum / curavit","Sub hac inscriptione Marcus Cupitius Marci filius Pollia Paulus Amasia miles legionis XI Claudiae Piae Fidelis stipendiorum XVII Cupitius Pollio frater faciundum curavit","44.0160408","16.0072244"
"EDCS-30100695","CIL 03, 14321,16 = CIL 03, 14987,1 = ILJug-03, 02809","Dalmatia","Ivosevci / Burnum","Burnum","51","52","Augusti/Augustae;  ordo senatorius;  tituli operum;  tria nomina;  viri","[Ti(berius) Claudius Drusi] / f(ilius) Ca[es]ar Aug(ustus) G[erman(icus)] / pont[if]ex maximu[s tr(ibunicia) p(otestate) XI] / imp(erator) XX[3] co(n)s(ul) V censo[r p(ater) p(atriae)] / P(ublio) Ante[io R]ufo leg(ato) p[ro pr(aetore)] / [f(aciendum)] c(uravit)","Tiberius Claudius Drusi filius Caesar Augustus Germanicus pontifex maximus tribunicia potestate XI imperator XX consul V censor pater patriae Publio Anteio Rufo legato pro praetore faciendum curavit","44.0160408","16.0072244"
"EDCS-32700562","CIL 03, 14987 = Liburnia 00135","Dalmatia","Ivosevci / Burnum","Burnum","1","150","tituli sacri;  viri","]SV[3] / [3 v(otum?)] l(ibens?) s(olvit?) m(erito) / Nice[3] / [3 T]hallu[s","SV votum libens solvit merito Nice Thallus","44.0160408","16.0072244"
"EDCS-32700566","CIL 03, 14991","Dalmatia","Ivosevci / Burnum","Burnum","31","130","tituli sepulcrales;  tria nomina;  viri","Sex(tus) Antern(ius) / Q(uinti) f(ilius) Sca(ptia) / Severus domo / Flore[ntia","Sextus Anternius Quinti filius Scaptia Severus domo Florentia","44.0160408","16.0072244"
"EDCS-32700567","CIL 03, 14992 (p 2328,114) = Legio-VII 00079 = ZPE-197-269","Dalmatia","Ivosevci / Burnum","Burnum","1","150","milites;  tituli sepulcrales;  viri","Ant]onius / [3] Vienn[a 3] / [3 l]eg(ionis) VII[I Aug(ustae)] / [3] sti[p(endiorum)","Antonius Vienna legionis VIII Augustae stipendiorum","44.0160408","16.0072244"
"EDCS-32700568","CIL 03, 14993","Dalmatia","Ivosevci / Burnum","Burnum","1","150","milites;  tituli sepulcrales;  viri","C(aius) Av[3] / C(ai) f(ilius) Fa[3] / mil(es) leg(ionis) [3] / XXI h(ic) [s(itus) e(st)]","Caius Av Cai filius Fa miles legionis XXI hic situs est","44.0160408","16.0072244"
"EDCS-32700569","CIL 03, 14994 = AEA 2013/14, +00034","Dalmatia","Ivosevci / Burnum","Burnum","1","100","milites;  tituli sepulcrales;  tria nomina;  viri","] Caesius / [3]cla Secu/[ndu]s I(u)vav(o) mil(es) / [leg(ionis) 3 |(centuria)] Q(uinti) Liga/[ri","Caesius cla Secundus Iuvavo miles legionis centuria Quinti Ligari","44.0160408","16.0072244"
"EDCS-32700570","CIL 03, 14995","Dalmatia","Ivosevci / Burnum","Burnum","69","86","milites;  tituli sepulcrales;  tria nomina;  viri","P(ublio) Carsidi/o P(ubli) f(ilio) Gal(eria) / Calvo Lug(u)d(unensi) / aquilifero / leg(ionis) IIII F(laviae) F(irmae) ann(orum) / XLI stip(endiorum) XIIX / h(ic) s(itus) e(st)","Publio Carsidio Publi filio Galeria Calvo Lugudunensi aquilifero legionis IIII Flaviae Firmae annorum XLI stipendiorum XIIX hic situs est","44.0160408","16.0072244"
"EDCS-32700571","CIL 03, 14996 (p 2328,114) = AE 1900, 00045 = Barresi-2018, 00008","Dalmatia","Ivosevci / Burnum","Burnum","9","69","milites;  tituli sepulcrales;  tria nomina;  viri","L(ucius) Cicereiu[s 3] f(ilius) Ani(ensi) / [3] Fidus Arim(ino) [3] / [3] Cicerei Laevi p[rimipilaris(?)] / leg(ionis) XI [3 et(?)] / [3] Cicerei Ascan[i primipila]ris leg(ionis) XI vi[vus fecit(?)]","Lucius Cicereius filius Aniensi Fidus Arimino Cicerei Laevi primipilaris legionis XI et Cicerei Ascani primipilaris legionis XI vivus fecit","44.0160408","16.0072244"
"EDCS-32700572","CIL 03, 14997 (p 2328,114) = CBI 00450","Dalmatia","Ivosevci / Burnum","Burnum","42","69","milites;  tituli sepulcrales;  tria nomina;  viri","C(aius) Coccius / C(ai) f(ilius) Vetur(ia) / [T]ertius Plac(entia) / mil(es) leg(ionis) XI C(laudiae) P(iae) F(idelis) / stip(endiorum) XII |(centuria) Caecil(i) / Sabini benef(iciarius) / tribuni / [h(eres)] f(aciendum) c(uravit)","Caius Coccius Cai filius Veturia Tertius Placentia miles legionis XI Claudiae Piae Fidelis stipendiorum XII centuria Caecili Sabini beneficiarius tribuni heres faciendum curavit","44.0160408","16.0072244"
"EDCS-32700573","CIL 03, 14997,1 (p 2328,114)","Dalmatia","Ivosevci / Burnum","Burnum","42","69","milites;  tituli sepulcrales;  viri","] / XIII[3] / Q(uinto) Com[agio 1 f(ilio)] / Ani(ensi) Cre[mona 3] / mil(iti) leg(ionis) XI [Cl(audiae) P(iae) F(elicis) ann(orum)] / XXIIX stip(endiorum) [3] / h(ic) s(itus) (e)s(t?) fr(ater) f[ac(iendum) cur(avit)]","XIII Quinto Comagio filio Aniensi Cremona militi legionis XI Claudiae Piae Felicis annorum XXIIX stipendiorum hic situs est frater faciendum curavit","44.0160408","16.0072244"
"EDCS-32700574","CIL 03, 14998 (p 2328,114)","Dalmatia","Ivosevci / Burnum","Burnum","42","69","milites;  tituli sepulcrales;  tria nomina;  viri","C(aius) Fabricius C(ai) f(ilius) Ouf(entina) Pri/mus Como miles / leg(ionis) XI C(laudiae) P(iae) F(idelis) |(centuria) Gemini / Flavi stip(endiorum) XX / ann(orum) XXXVIII / testame(nto) / f(ieri) iussit her(es) / faci<e=V>ndum curavit","Caius Fabricius Cai filius Oufentina Primus Como miles legionis XI Claudiae Piae Fidelis centuria Gemini Flavi stipendiorum XX annorum XXXVIII testamento fieri iussit heres faciendum curavit","44.0160408","16.0072244"
"EDCS-32700575","CIL 03, 14999 (p 2328,114)","Dalmatia","Ivosevci / Burnum","Burnum","42","69","milites;  tituli sepulcrales;  tria nomina;  viri","L(ucius) Flavius / L(uci) f(ilius) Fab(ia) Vale/ns Heracle/a mil(es) leg(ionis) XI C(laudiae) P(iae) F(idelis) / |(centuria) Iuli Prisci an(norum) / XLII stip(endiorum) XXII / |(centuria) Iuli Prisci(!) / h(eres) f(aciendum) c(uravit)","Lucius Flavius Luci filius Fabia Valens Heraclea miles legionis XI Claudiae Piae Fidelis centuria Iuli Prisci annorum XLII stipendiorum XXII centuria Iuli Prisci heres faciendum curavit","44.0160408","16.0072244"
"EDCS-31200486","CIL 03, 15001 (p 2328,114) = AE 1900, 00044","Dalmatia","Ivosevci / Burnum","Burnum","9","69","milites;  praenomen et nomen;  tituli sepulcrales;  viri","P(ublius) Gosseli/us Q(uinti) f(ilius) An(i)e(nsi) / Cre(mona) mil(es) leg(ionis) / XI sig(nifer) an(n)or(um) / XL st(ipendiorum) XIIII / h(ic) s(itus) e(st)","Publius Gosselius Quinti filius Aniensi Cremona miles legionis XI signifer annorum XL stipendiorum XIIII hic situs est","44.0160408","16.0072244"
"EDCS-04600017","CIL 05, 00542 = CIL 03, *00394,8 = InscrIt-10-04, 00047 = ZPE-199-231 = AE 1999, +01233 = AE 1999, 01238","Dalmatia","Ivosevci / Burnum","Burnum","76","100","milites;  tituli sepulcrales;  tria nomina;  viri","Q(uinto) Iulio An[i(ensi)] / Felici mil(iti) / [l]eg(ionis) IIII F(laviae) F(elicis) / [an]n(orum) X[L] sti(pendiorum) XIIX / [t(estamento)] f(ieri) i(ussit) / [Q(uintus) Iuli]us Se[verus(?)]","Quinto Iulio Aniensi Felici militi legionis IIII Flaviae Felicis annorum XL stipendiorum XIIX testamento fieri iussit Quintus Iulius Severus","44.0160408","16.0072244"
"EDCS-55100445","FRMEC p 141 = AE 2009, 01032 = AE 2012, +01108 = EAOR-09, 00027","Dalmatia","Ivosevci / Burnum","Burnum","76","77","Augusti/Augustae;  tituli operum;  viri","Imp(erator) Caesar Vespasianus Aug(ustus) pont(ifex) max(imus) / trib(unicia) pot(estate) VIII imp(erator) XVIII p(ater) p(atriae)","Imperator Caesar Vespasianus Augustus pontifex maximus tribunicia potestate VIII imperator XVIII pater patriae","44.0160408","16.0072244"
"EDCS-10000846","ILJug-02, 00834","Dalmatia","Ivosevci / Burnum","Burnum","1","150","milites;  tituli sepulcrales;  tria nomina;  viri","P(ublius) Ceri[sius(?)] / P(ubli) f(ilius) Sab(atina) I[3] / Fa() mil(es) [3] ann(orum) XL [stip(endiorum)","Publius Cerisius Publi filius Sabatina I Fa miles annorum XL stipendiorum","44.0160408","16.0072244"
"EDCS-10000847","ILJug-02, 00835 = ZPE-197-270","Dalmatia","Ivosevci / Burnum","Burnum","41","69","milites;  tituli sepulcrales;  tria nomina;  viri","C(aius) Cottius C(ai) (!) Quiri(na) / Priscinus Aug(usto)ne(meto) / mil(es) leg(ionis) XI C(laudiae) P(iae) F(idelis) / stipendioru(m) XVI / annoru(m) XXXV / testamen(to) fier(i) iu/[ssit]","Caius Cottius Cai Quirina Priscinus Augustonemeto miles legionis XI Claudiae Piae Fidelis stipendiorum XVI annorum XXXV testamento fieri iussit","44.0160408","16.0072244"
"EDCS-10000848","ILJug-02, 00836","Dalmatia","Ivosevci / Burnum","Burnum","42","69","milites;  tituli sepulcrales;  tria nomina;  viri","Q(uintus) Iulius Q(uinti) f(ilius) / Ouf(entina) Man/suetus Co/mo miles / leg(ionis) XI C(laudiae) P(iae) F(idelis) / ann(orum) XXXV stip(endiorum) / XIIII t(estamento) f(ieri) i(ussit) Q(uintus) Iul(ius) / Annius mil(es) leg(ionis) / eiusd(em) fratri p(ientissimo) f(aciendum) c(uravit)","Quintus Iulius Quinti filius Oufentina Mansuetus Como miles legionis XI Claudiae Piae Fidelis annorum XXXV stipendiorum XIIII testamento fieri iussit Quintus Iulius Annius miles legionis eiusdem fratri pientissimo faciendum curavit","44.0160408","16.0072244"
"EDCS-10000849","ILJug-02, 00837","Dalmatia","Ivosevci / Burnum","Burnum","42","69","milites;  tituli sepulcrales;  tria nomina;  viri","L(ucius) Laberius / L(uci) f(ilius) Firmus tr/i(bu) Clau(dia) domo / F[o]ro Claudi / mile(s) leg(ionis) XI / [C(laudiae) P(iae)] F(idelis) [annor(um)] XXXV / [stip(endiorum)] XIIII / [h(ic) s(itus)] e(st) / T(itus) Talo[n]ius Sec[un(dus)] / t(estamento) f(ieri) i(ussit)","Lucius Laberius Luci filius Firmus tribu Claudia domo Foro Claudi miles legionis XI Claudiae Piae Fidelis annorum XXXV stipendiorum XIIII hic situs est Titus Talonius Secundus testamento fieri iussit","44.0160408","16.0072244"
"EDCS-10000850","ILJug-02, 00838","Dalmatia","Ivosevci / Burnum","Burnum","42","69","milites;  tituli sepulcrales;  tria nomina;  viri","L(ucius) Magnus / L(uci) (!) Fabia / Cleme(n)s Tavia / mil(es) leg(ionis) XI C(laudiae) P(iae) F(idelis) / optio sti(pendiorum) XI an(norum) XXX pos(uit) / L(ucius) Salvius / Clemens frater","Lucius Magnus Luci Fabia Clemens Tavia miles legionis XI Claudiae Piae Fidelis optio stipendiorum XI annorum XXX posuit Lucius Salvius Clemens frater","44.0160408","16.0072244"
"EDCS-10000851","ILJug-02, 00839","Dalmatia","Ivosevci / Burnum","Burnum","42","69","milites;  tituli sepulcrales;  tria nomina;  viri","Q(uintus) Satrius / Q(uinti) (!) Publilia / Martialis Ver(ona) / mil(es) leg(ionis) XI C(laudiae) P(iae) F(idelis) / ann(orum) XXXIIII / stip(endiorum) XIIII","Quintus Satrius Quinti Publilia Martialis Verona miles legionis XI Claudiae Piae Fidelis annorum XXXIIII stipendiorum XIIII","44.0160408","16.0072244"
"EDCS-10000852","ILJug-02, 00840 = AE 1979, 00446","Dalmatia","Ivosevci / Burnum","Burnum","42","69","milites;  tituli sepulcrales;  tria nomina;  viri","Dis Ma(nibus) / Ter(ti) Anto(ni) / Ter(ti) f(ili) Pol(lia) Rufi / Par(ma) mil(itis) leg(ionis) XI / C(laudiae) P(iae) F(idelis) stip(endiorum) XVI","Dis Manibus Terti Antoni Terti fili Pollia Rufi Parma militis legionis XI Claudiae Piae Fidelis stipendiorum XVI","44.0160408","16.0072244"
"EDCS-10000853","ILJug-02, 00841","Dalmatia","Ivosevci / Burnum","Burnum","1","71","milites;  nomen singulare;  tituli sepulcrales;  viri","Baccus Staumi / f(ilius) Fab(ia) domo / Brixia miles / coh(ortis) Monta/norum ann(orum) XXVI stip(endiorum) IIII / h(ic) s(itus) e(st) / t(estamento) f(ieri) i(ussit)","Baccus Staumi filius Fabia domo Brixia miles cohortis Montanorum annorum XXVI stipendiorum IIII hic situs est testamento fieri iussit","44.0160408","16.0072244"
"EDCS-10000854","ILJug-02, 00842","Dalmatia","Ivosevci / Burnum","Burnum","1","50","milites;  nomen singulare;  tituli sepulcrales;  viri","Heras Ennom/ai f(ilius) mil(es) c(oh)or(tis) II / Cyrr(hestarum) do(mo) Cyr(rh)o / ann(orum) L sti(pendiorum) XXII / h(ic) s(itus) e(st) / [Heb]raeus Ab/emmi f(ilius) (h)er(es) pos(uit)","Heras Ennomai filius miles cohortis II Cyrrhestarum domo Cyrrho annorum L stipendiorum XXII hic situs est Hebraeus Abemmi filius heres posuit","44.0160408","16.0072244"
"EDCS-10000855","ILJug-02, 00843 = ZPE-199-235 = AE 1971, 00299","Dalmatia","Ivosevci / Burnum","Burnum","6","41","milites;  nomen singulare;  tituli sepulcrales;  viri","Imerix Servofr/edi f(ilius) Batav<u=O>s / eq(ues) ala / Hispano(rum) / [a]nnor(um) XXVIII / stip(endiorum) VIII / [h(ic)] s(itus) e(st)","Imerix Servofredi filius Batavus eques ala Hispanorum annorum XXVIII stipendiorum VIII hic situs est","44.0160408","16.0072244"
"EDCS-10000858","ILJug-02, 00846 = AE 1992, 01379","Dalmatia","Ivosevci / Burnum","Burnum","1","100","mulieres;  nomen singulare;  praenomen et nomen;  tituli sepulcrales;  tria nomina;  viri","T(ito) Queresio Aet(oris) f(ilio) patr[i] / Volusiae M(arci) f(iliae) Aet(riae?) mat[ri] / Queresiae T(iti) f(iliae) Max(imae) sor[ori] / Queresiae T(iti) f(iliae) Tertiae so[rori] / C(aius) Volusius Max(imus) h(eres) f(aciundum) c(uravit)","Tito Queresio Aetoris filio patri Volusiae Marci filiae Aetriae matri Queresiae Titi filiae Maximae sorori Queresiae Titi filiae Tertiae sorori Caius Volusius Maximus heres faciundum curavit","44.0160408","16.0072244"
"EDCS-10000859","ILJug-02, 00847","Dalmatia","Ivosevci / Burnum","Burnum","1","50","liberti/libertae;  mulieres;  nomen singulare;  praenomen et nomen;  tituli sepulcrales;  tria nomina;  viri","C(aius) Virius C(ai) l(ibertus) / Vitalis annor(um) / VI h(ic) s(itus) e(st) / C(aius) Virius et Neuma / mater posuere","Caius Virius Cai libertus Vitalis annorum VI hic situs est Caius Virius et Neuma mater posuere","44.0160408","16.0072244"
"EDCS-10000861","ILJug-02, 00849","Dalmatia","Ivosevci / Burnum","Burnum","1","150","tituli operum;  viri","] L(ucius) Fun[3] / [3] Q(uintus?) Fabi[","Lucius Fun Quintus Fabi","44.0160408","16.0072244"
"EDCS-10000862","ILJug-02, 00850","Dalmatia","Ivosevci / Burnum","Burnum","1","150","tituli sepulcrales;  viri","L(ucius) Mart[3] / f(ilius) anno[rum 3] / L(ucius?) Olstiu[3] / fecit [","Lucius Mart filius annorum Lucius Olstiu fecit","44.0160408","16.0072244"
"EDCS-10000863","ILJug-02, 00852 = AE 1971, 00300","Dalmatia","Ivosevci / Burnum","Burnum","71","80","nomen singulare;  tituli sepulcrales;  viri","]azicico / [3] et Apulo / [3]co Aetoris f(ilio) / [he]res","azicico et Apulo co Aetoris filio heres","44.0160408","16.0072244"
"EDCS-10000866","ILJug-02, 00855","Dalmatia","Ivosevci / Burnum","Burnum","1","150","tituli sepulcrales;  viri","]eziu[s] / [3 si]bi et / [3 posu]it","ezius sibi et posuit","44.0160408","16.0072244"
"EDCS-10101837","ILJug-03, 02810","Dalmatia","Ivosevci / Burnum","Burnum","50","50","Augusti/Augustae;  milites;  ordo senatorius;  tituli operum;  tria nomina;  viri","[Ti(berius) Claudius Drusi] / [f(ilius) Caesar Aug(ustus) German(icus)] / [pontif(ex) maximus tr(ibunicia) p(otestate) X] / [co(n)s(ul) IIII] imp(erator) XXI p(ater) p(atriae) c[ensor] / [P(ublio) A]nteio Ru[fo leg(ato)] / [Aug(usti) pr(o) p]r(aetore) le[g(io) XI C(laudia) P(ia) F(idelis)]","Tiberius Claudius Drusi filius Caesar Augustus Germanicus pontifex maximus tribunicia potestate X consul IIII imperator XXI pater patriae censor Publio Anteio Rufo legato Augusti pro praetore legio XI Claudia Pia Fidelis","44.0160408","16.0072244"
"EDCS-10101838","ILJug-03, 02811","Dalmatia","Ivosevci / Burnum","Burnum","9","69","milites;  praenomen et nomen;  tituli sepulcrales;  viri","Ter(tius) Baebius C(ai) f(ilius) Sca(ptia) domo Florentia ann(orum) XXXV stip(endiorum) XVII mil(es) leg(ionis) XI cornicen","Tertius Baebius Cai filius Scaptia domo Florentia annorum XXXV stipendiorum XVII miles legionis XI cornicen","44.0160408","16.0072244"
"EDCS-10101839","ILJug-03, 02812 = AE 1903, 00303 = AE 1925, 00131","Dalmatia","Ivosevci / Burnum","Burnum","42","69","milites;  tituli sepulcrales;  tria nomina;  viri","L(ucius) Bodlius L(uci) f(ilius) / Pol(lia) Genialis / Pollent(ia) mil(es) / leg(ionis) XI C(laudiae) P(iae) F(idelis) / |(centuria) Iuli Secundi / ann(orum) XXX stip(endiorum) X / h(eres) f(aciendum) c(uravit)","Lucius Bodlius Luci filius Pollia Genialis Pollentia miles legionis XI Claudiae Piae Fidelis centuria Iuli Secundi annorum XXX stipendiorum X heres faciendum curavit","44.0160408","16.0072244"
"EDCS-10101840","ILJug-03, 02814 = Gummerus-01, 00399 = AE 1903, 00376","Dalmatia","Ivosevci / Burnum","Burnum","42","69","milites;  tituli sepulcrales;  tria nomina;  viri","S]atr[ius] / [3] Cam(ilia) Rufus / Ravenna miles / leg(ionis) XI C(laudiae) P(iae) F(idelis) / |(centuria) Fabrici Veri / ann(orum) XXXIII stip(endiorum) XV / t(estamento) f(ieri) i(ussit) / C(aius) Muscius Maternus / et / C(aius) Asuvius Crescens / her(edes) f(aciendum) c(uraverunt)","Satrius Camilia Rufus Ravenna miles legionis XI Claudiae Piae Fidelis centuria Fabrici Veri annorum XXXIII stipendiorum XV testamento fieri iussit Caius Muscius Maternus et Caius Asuvius Crescens heredes faciendum curaverunt","44.0160408","16.0072244"
"EDCS-10101842","ILJug-03, 02817","Dalmatia","Ivosevci / Burnum","Burnum","1","100","milites;  tituli sepulcrales;  tria nomina;  viri","]io P(ubli) / [f(ilio) 3]sso do/[mo(?) 3 s]ignif(er) / [3] stip(endiorum) XXIII / [3]ola / [3]io / [","io Publi filio sso domo signifer stipendiorum XXIII ola io","44.0160408","16.0072244"
"EDCS-10101843","ILJug-03, 02818","Dalmatia","Ivosevci / Burnum","Burnum","31","70","milites;  tituli sepulcrales;  tria nomina;  viri","[S]ex(tus) Valeri[u]s Sex(ti) filius V(o)ltinia [L]uci[n]us(?) [V]iana miles [l]eg(ionis) VIII Aug(ustae) |(centuria) Terent(i) Iuliani vixit an(n)is XXIX miles an(n)is [V]IIII(?)","Sextus Valerius Sexti filius Voltinia Lucinus Viana miles legionis VIII Augustae centuria Terenti Iuliani vixit annis XXIX miles annis VIIII","44.0160408","16.0072244"
"EDCS-10101844","ILJug-03, 02819","Dalmatia","Ivosevci / Burnum","Burnum","1","100","milites;  tituli sepulcrales;  tria nomina;  viri","C(aius) Vatern(ius) / C(ai) f(ilius) Lem(onia) / Aprio Bon(onia) / stipe(ndiorum) XIX / h(eres) f(aciendum) c(uravit)","Caius Vaternius Cai filius Lemonia Aprio Bononia stipendiorum XIX heres faciendum curavit","44.0160408","16.0072244"
"EDCS-10101845","ILJug-03, 02820 = AE 1925, 00132","Dalmatia","Ivosevci / Burnum","Burnum","1","50","milites;  nomen singulare;  tituli sepulcrales;  viri","Dacnas / Apsaei f(ilius) / mil(es) <c=G>oh(ortis) II / Cyrrhestaru(m) / domo Berea / ann(orum) L stip(endiorum) XXIV / h(ic) s(itus) e(st)","Dacnas Apsaei filius miles cohortis II Cyrrhestarum domo Berea annorum L stipendiorum XXIV hic situs est","44.0160408","16.0072244"
"EDCS-69000085","ZPE-199-236","Dalmatia","Ivosevci / Burnum","Burnum","6","41","milites;  tituli sepulcrales;  viri","]us / [3]uri f(ilius) equ[es] / [ala(e) Hisp(anorum)] Batav(u)s [","us uri filius eques alae Hispanorum Batavus","44.0160408","16.0072244"
"EDCS-55701992","AE 2009, 01033","Dalmatia","Karlovac / Karlstadt / Burnum","Burnum","71","80","milites;  nomen singulare;  tituli fabricationis","|(Centuria) Pompei","Centuria Pompei","45.4892522","15.5486303"
"EDCS-55701993","AE 2009, 01034","Dalmatia","Karlovac / Karlstadt / Burnum","Burnum","31","70","milites;  tituli sepulcrales;  tria nomina;  viri","L(ucius) Mar(cius?) Ion / f(ilius) miles co/h(ortis) Cyrr(h)es(tarum) / domo Be[roea] / ann(orum) L stip(endiorum) XV / h(ic) s(itus) e(st) t(estamento) f(ieri) i(ussit)","Lucius Marcius Ion filius miles cohortis Cyrrhestarum domo Beroea annorum L stipendiorum XV hic situs est testamento fieri iussit","45.4892522","15.5486303"
"EDCS-30301402","CIL 03, 09902 = Liburnia 00153","Dalmatia","Kistanje / Burnum","Burnum","1","150","tituli sacri;  tria nomina;  viri","C(aius) Atilius / Macedo / v(otum) s(olvit)","Caius Atilius Macedo votum solvit","43.9814264","15.9653321"
"EDCS-30600030","CIL 03, 06419 (p 2328,114) = CIL 03, 09897 = Hernandez-01, 00036","Dalmatia","Knin / Burnum","Burnum","42","69","milites;  tituli sepulcrales;  tria nomina;  viri","M(arcus) Vallius M(arci) f(ilius) / Qui(rina) Maurinus / [Seg(ontia) mi]l(es) leg(ionis) / [XI C(laudiae) P(iae) F(idelis)] / [|(centuria) Val(eri) Postumi] / [ann(orum) XXXII] / [stip(endiorum) XII h(ic) s(itus) e(st)] / [h(eres) f(aciendum) c(uravit)]","Marcus Vallius Marci filius Quirina Maurinus Segontia miles legionis XI Claudiae Piae Fidelis centuria Valeri Postumi annorum XXXII stipendiorum XII hic situs est heres faciendum curavit","44.040850","16.199433"
"EDCS-30600031","CIL 03, 06420","Dalmatia","Knin / Burnum","Burnum","1","150","liberti/libertae;  mulieres;  tituli sepulcrales;  tria nomina;  viri","Sex(ti) Saeni[3] / l(iberti) Hermero[ti] / ann(orum) LXX Saen[ia] / Campana mar[ito] / suo pos(uit) et [sibi] / h(ic) s(itus) [e(st)]","Sexti Saeni liberti Hermeroti annorum LXX Saenia Campana marito suo posuit et sibi hic situs est","44.040850","16.199433"
"EDCS-30301403","CIL 03, 09903 (p 1475, 2328,12)","Dalmatia","Knin / Burnum","Burnum","42","100","milites;  tituli sepulcrales;  tria nomina;  viri","] / T(ito) Loll[io(?)] / T(iti) f(ilio) Clau(dia) / Tarviso / mil(iti) leg(ionis) / XI C(laudiae) P(iae) F(idelis) / h(ic) s(itus) e(st)","Tito Lollio Titi filio Claudia Tarviso militi legionis XI Claudiae Piae Fidelis hic situs est","44.040850","16.199433"
"EDCS-30301404","CIL 03, 09904 (p 1475) = CIL 03, 14321,03","Dalmatia","Knin / Burnum","Burnum","42","100","milites;  tituli sepulcrales;  tria nomina;  viri","] C(aius) Sem[2]ius(?) / C(ai) f(ilius) Trom(entina) Se/[3]us Aq(uis) Sta[tiellis] / [3 l]eg(ionis) XI C(laudiae) P(iae) F(idelis) / [3 sign]ifer(?) [","Caius Semius Cai filius Tromentina Se us Aquis Statiellis legionis XI Claudiae Piae Fidelis signifer","44.040850","16.199433"
"EDCS-30301405","CIL 03, 09906 (p 1475) = CIL 03, 14321,04","Dalmatia","Knin / Burnum","Burnum","42","100","milites;  praenomen et nomen;  tituli sepulcrales;  viri","]ERT/VLI[3]S Novar(ia) / mi[les] leg(ionis) XI C(laudiae) P(iae) F(idelis) / |(centuria) Cai Verecun(di) / an(norum) XXIIX stip(endiorum) / XXII[3]II[","ERTVLI S Novaria miles legionis XI Claudiae Piae Fidelis centuria Cai Verecundi annorum XXIIX stipendiorum XXII II","44.040850","16.199433"
"EDCS-30301406","CIL 03, 09908 (p 1475, 2328,13)","Dalmatia","Knin / Burnum","Burnum","9","42","milites;  tituli sepulcrales;  viri","]II / [3 mil(iti)] leg(ionis) XI / [tess]erar(io) / [3] corni/[culario] leg(ati) Aug(usti) / [3] pio [","II militi legionis XI tesserario corniculario legati Augusti pio","44.040850","16.199433"
"EDCS-30301407","CIL 03, 09909 (p 2328,114) = CIL 03, 14321,06","Dalmatia","Knin / Burnum","Burnum","11","100","milites;  tituli sepulcrales;  viri","]I[3] / [3]O f(ilio) Sca[ptia 3] / [3]us Flore[ntia 3] / [3 m]il(es) leg(ionis) XXI [","I O filio Scaptia us Florentia miles legionis XXI","44.040850","16.199433"
"EDCS-30301410","CIL 03, 09911 = CIL 03, 14321,08","Dalmatia","Knin / Burnum","Burnum","1","100","tituli sepulcrales","L]icin[3] / [3]MACR[3] / [3] stip(endiorum) X[","Licin MACR stipendiorum X","44.040850","16.199433"
"EDCS-30301422","CIL 03, 09923e","Dalmatia","Knin / Burnum","Burnum","1","150","tituli sepulcrales","]CII / [3]III h(oc?) f(aciendum?) c(uravit?)","CII III hoc faciendum curavit","44.040850","16.199433"
"EDCS-30301427","CIL 03, 09924c (p 2328,13)","Dalmatia","Knin / Burnum","Burnum","1","150","tituli sepulcrales","]FA[3] / [3 an]n(orum) XXXV [3] / [3]F T() M() [","FA annorum XXXV F T M","44.040850","16.199433"
